tripId (S),currentStopId (S),currentStopStatus (S),direction (S),futureStops (S),routeId (S),startDate (S),timestamp (N),vehicleTimeStamp (S)
061700_1..S03X003,126S,1,S,"OrderedDict([(u'126S', [1487605071L, 1487605071L]), (u'127S', [1487605161L, 1487605161L]), (u'128S', [1487605341L, 1487605341L]), (u'132S', [1487605581L, 0])])",1,20170220,1487605044,1487605041
062900_3..N01X019,237N,2,N,"OrderedDict([(u'237N', [1487605120L, 1487605120L]), (u'236N', [1487605240L, 1487605240L]), (u'235N', [1487605300L, 1487605300L]), (u'234N', [1487605390L, 1487605390L]), (u'233N', [1487605480L, 1487605480L]), (u'232N', [1487605570L, 1487605570L]), (u'231N', [1487605660L, 1487605660L]), (u'230N', [1487605840L, 1487605840L]), (u'229N', [1487605900L, 1487605900L]), (u'228N', [1487606050L, 1487606050L]), (u'137N', [1487606110L, 1487606110L]), (u'136N', [1487606170L, 1487606170L]), (u'135N', [1487606230L, 1487606230L]), (u'134N', [1487606320L, 1487606320L]), (u'133N', [1487606410L, 1487606410L]), (u'132N', [1487606500L, 1487606500L]), (u'131N', [1487606560L, 1487606560L]), (u'130N', [1487606620L, 1487606620L]), (u'129N', [1487606710L, 1487606710L]), (u'128N', [1487606770L, 1487606770L]), (u'127N', [1487606890L, 1487606890L]), (u'123N', [1487607130L, 1487607130L]), (u'120N', [1487607310L, 1487607310L]), (u'227N', [1487607550L, 1487607550L]), (u'226N', [1487607610L, 1487607610L]), (u'225N', [1487607700L, 1487607700L]), (u'224N', [1487607790L, 1487607790L]), (u'302N', [1487607910L, 1487607910L]), (u'301N', [1487608030L, 0])])",3,20170220,1487605044,1487605029
058400_3..S01X017,233S,0,S,"OrderedDict([(u'233S', [1487605114L, 1487605114L]), (u'234S', [1487605174L, 1487605174L]), (u'235S', [1487605264L, 1487605264L]), (u'236S', [1487605324L, 1487605324L]), (u'237S', [1487605444L, 1487605444L]), (u'238S', [1487605534L, 1487605534L]), (u'239S', [1487605624L, 1487605624L]), (u'248S', [1487605714L, 1487605714L]), (u'249S', [1487605804L, 1487605804L]), (u'250S', [1487605924L, 0])])",3,20170220,1487605044,1487605034
052800_2..S01X015,247S,1,S,"OrderedDict([(u'247S', [1487604995L, 0])])",2,20170220,1487605044,1487604995
066500_GS.N03R,None,None,N,"OrderedDict([(u'901N', [0, 1487606700L]), (u'902N', [1487606790L, 0])])",GS,20170220,1487605044,None
065900_GS.S03R,None,None,S,"OrderedDict([(u'902S', [0, 1487606340L]), (u'901S', [1487606430L, 0])])",GS,20170220,1487605044,None
059300_3..N01X019,123N,2,N,"OrderedDict([(u'123N', [1487605188L, 1487605188L]), (u'120N', [1487605368L, 1487605368L]), (u'227N', [1487605608L, 1487605608L]), (u'226N', [1487605668L, 1487605668L]), (u'225N', [1487605758L, 1487605758L]), (u'224N', [1487605848L, 1487605848L]), (u'302N', [1487605968L, 1487605968L]), (u'301N', [1487606088L, 0])])",3,20170220,1487605044,1487605028
062500_5..N75R,631N,1,N,"OrderedDict([(u'631N', [1487605027L, 1487605027L]), (u'629N', [1487605147L, 1487605147L]), (u'626N', [1487605357L, 1487605357L]), (u'621N', [1487605657L, 1487605657L]), (u'416N', [1487605807L, 1487605807L]), (u'222N', [1487605957L, 1487605957L]), (u'221N', [1487606077L, 1487606077L]), (u'220N', [1487606197L, 1487606197L]), (u'219N', [1487606287L, 1487606287L]), (u'218N', [1487606347L, 1487606347L]), (u'217N', [1487606407L, 1487606407L]), (u'216N', [1487606497L, 1487606497L]), (u'215N', [1487606617L, 1487606617L]), (u'214N', [1487606737L, 1487606737L]), (u'213N', [1487606827L, 1487606827L]), (u'505N', [1487607037L, 1487607037L]), (u'504N', [1487607097L, 1487607097L]), (u'503N', [1487607247L, 1487607247L]), (u'502N', [1487607397L, 1487607577L]), (u'501N', [1487607727L, 0])])",5,20170220,1487605044,1487604997
064550_6..S01R,None,None,S,"OrderedDict([(u'601S', [0, 1487605530L]), (u'602S', [1487605680L, 1487605680L]), (u'603S', [1487605770L, 1487605770L]), (u'604S', [1487605860L, 1487605860L]), (u'606S', [1487605950L, 1487605950L]), (u'607S', [1487606010L, 1487606010L]), (u'608S', [1487606130L, 1487606130L]), (u'609S', [1487606220L, 1487606220L]), (u'610S', [1487606310L, 1487606310L]), (u'611S', [1487606370L, 1487606370L]), (u'612S', [1487606490L, 1487606490L]), (u'613S', [1487606610L, 1487606610L]), (u'614S', [1487606700L, 1487606700L]), (u'615S', [1487606820L, 1487606820L]), (u'616S', [1487606880L, 1487606880L]), (u'617S', [1487607000L, 1487607000L]), (u'618S', [1487607060L, 1487607060L]), (u'619S', [1487607150L, 1487607150L]), (u'621S', [1487607330L, 1487607330L]), (u'622S', [1487607420L, 1487607420L]), (u'623S', [1487607510L, 1487607510L]), (u'624S', [1487607570L, 1487607570L]), (u'625S', [1487607660L, 1487607660L]), (u'626S', [1487607780L, 1487607780L]), (u'627S', [1487607900L, 1487607900L]), (u'628S', [1487608020L, 1487608020L]), (u'629S', [1487608110L, 1487608110L]), (u'630S', [1487608230L, 1487608230L]), (u'631S', [1487608350L, 1487608350L]), (u'632S', [1487608470L, 1487608470L]), (u'633S', [1487608530L, 1487608530L]), (u'634S', [1487608590L, 1487608590L]), (u'635S', [1487608710L, 1487608710L]), (u'636S', [1487608770L, 1487608770L]), (u'637S', [1487608860L, 1487608860L]), (u'638S', [1487608920L, 1487608920L]), (u'639S', [1487609010L, 1487609010L]), (u'640S', [1487609130L, 0])])",6,20170220,1487605044,None
061700_3..N01X019,230N,2,N,"OrderedDict([(u'230N', [1487605199L, 1487605199L]), (u'229N', [1487605259L, 1487605259L]), (u'228N', [1487605409L, 1487605409L]), (u'137N', [1487605469L, 1487605469L]), (u'136N', [1487605529L, 1487605529L]), (u'135N', [1487605589L, 1487605589L]), (u'134N', [1487605679L, 1487605679L]), (u'133N', [1487605769L, 1487605769L]), (u'132N', [1487605859L, 1487605859L]), (u'131N', [1487605919L, 1487605919L]), (u'130N', [1487605979L, 1487605979L]), (u'129N', [1487606069L, 1487606069L]), (u'128N', [1487606129L, 1487606129L]), (u'127N', [1487606249L, 1487606249L]), (u'123N', [1487606489L, 1487606489L]), (u'120N', [1487606669L, 1487606669L]), (u'227N', [1487606909L, 1487606909L]), (u'226N', [1487606969L, 1487606969L]), (u'225N', [1487607059L, 1487607059L]), (u'224N', [1487607149L, 1487607149L]), (u'302N', [1487607269L, 1487607269L]), (u'301N', [1487607389L, 0])])",3,20170220,1487605044,1487605041
058150_6..N01R,604N,0,N,"OrderedDict([(u'604N', [1487605085L, 1487605085L]), (u'603N', [1487605175L, 1487605175L]), (u'602N', [1487605265L, 1487605265L]), (u'601N', [1487605415L, 0])])",6,20170220,1487605044,1487605025
062450_2..N01X009,238N,2,N,"OrderedDict([(u'238N', [1487605095L, 1487605095L]), (u'237N', [1487605215L, 1487605215L]), (u'236N', [1487605335L, 1487605335L]), (u'235N', [1487605395L, 1487605395L]), (u'234N', [1487605485L, 1487605485L]), (u'233N', [1487605575L, 1487605575L]), (u'232N', [1487605665L, 1487605665L]), (u'231N', [1487605755L, 1487605755L]), (u'230N', [1487605935L, 1487605935L]), (u'229N', [1487605995L, 1487605995L]), (u'228N', [1487606145L, 1487606145L]), (u'137N', [1487606205L, 1487606205L]), (u'136N', [1487606295L, 1487606295L]), (u'135N', [1487606355L, 1487606355L]), (u'134N', [1487606445L, 1487606445L]), (u'133N', [1487606565L, 1487606565L]), (u'132N', [1487606655L, 1487606655L]), (u'131N', [1487606715L, 1487606715L]), (u'130N', [1487606775L, 1487606775L]), (u'129N', [1487606865L, 1487606865L]), (u'128N', [1487606925L, 1487606925L]), (u'127N', [1487607045L, 1487607045L]), (u'123N', [1487607285L, 1487607285L]), (u'120N', [1487607465L, 1487607465L]), (u'227N', [1487607705L, 1487607705L]), (u'226N', [1487607765L, 1487607765L]), (u'225N', [1487607855L, 1487607855L]), (u'224N', [1487607945L, 1487607945L]), (u'222N', [1487608125L, 1487608125L]), (u'221N', [1487608245L, 1487608245L]), (u'220N', [1487608365L, 1487608365L]), (u'219N', [1487608455L, 1487608455L]), (u'218N', [1487608515L, 1487608515L]), (u'217N', [1487608575L, 1487608575L]), (u'216N', [1487608665L, 1487608665L]), (u'215N', [1487608785L, 1487608785L]), (u'214N', [1487608905L, 1487608905L]), (u'213N', [1487608995L, 1487608995L]), (u'212N', [1487609115L, 1487609115L]), (u'211N', [1487609235L, 1487609235L]), (u'210N', [1487609355L, 1487609355L]), (u'209N', [1487609415L, 1487609415L]), (u'208N', [1487609505L, 1487609505L]), (u'207N', [1487609595L, 1487609595L]), (u'206N', [1487609685L, 1487609685L]), (u'205N', [1487609745L, 1487609745L]), (u'204N', [1487609835L, 1487610135L]), (u'201N', [1487610255L, 0])])",2,20170220,1487605044,1487605029
058150_6..S01R,636S,1,S,"OrderedDict([(u'636S', [1487605065L, 1487605065L]), (u'637S', [1487605155L, 1487605155L]), (u'638S', [1487605215L, 1487605215L]), (u'639S', [1487605305L, 1487605305L]), (u'640S', [1487605425L, 0])])",6,20170220,1487605044,1487605035
066500_1..S03X003,None,None,S,"OrderedDict([(u'115S', [0, 1487606700L]), (u'116S', [1487606790L, 1487606790L]), (u'117S', [1487606940L, 1487606940L]), (u'118S', [1487607000L, 1487607000L]), (u'119S', [1487607060L, 1487607060L]), (u'120S', [1487607180L, 1487607180L]), (u'121S', [1487607300L, 1487607300L]), (u'122S', [1487607360L, 1487607360L]), (u'123S', [1487607450L, 1487607450L]), (u'124S', [1487607540L, 1487607540L]), (u'125S', [1487607630L, 1487607630L]), (u'126S', [1487607750L, 1487607750L]), (u'127S', [1487607840L, 1487607840L]), (u'128S', [1487608020L, 1487608020L]), (u'132S', [1487608260L, 0])])",1,20170220,1487605044,None
058850_4..S06R,423S,2,S,"OrderedDict([(u'423S', [1487605242L, 1487605242L]), (u'234S', [1487605362L, 1487605362L]), (u'235S', [1487605452L, 1487605452L]), (u'239S', [1487605692L, 1487605692L]), (u'250S', [1487605902L, 0])])",4,20170220,1487605044,1487605040
065000_GS.N01R,None,None,N,"OrderedDict([(u'901N', [0, 1487605800L]), (u'902N', [1487605890L, 0])])",GS,20170220,1487605044,None
061350_6..N01R,625N,1,N,"OrderedDict([(u'625N', [1487605041L, 1487605041L]), (u'624N', [1487605131L, 1487605131L]), (u'623N', [1487605191L, 1487605191L]), (u'622N', [1487605281L, 1487605281L]), (u'621N', [1487605371L, 1487605371L]), (u'619N', [1487605551L, 1487605551L]), (u'618N', [1487605641L, 1487605641L]), (u'617N', [1487605701L, 1487605701L]), (u'616N', [1487605821L, 1487605821L]), (u'615N', [1487605911L, 1487605911L]), (u'614N', [1487606001L, 1487606001L]), (u'613N', [1487606121L, 1487606121L]), (u'612N', [1487606211L, 1487606211L]), (u'611N', [1487606331L, 1487606331L]), (u'610N', [1487606391L, 1487606391L]), (u'609N', [1487606451L, 1487606451L]), (u'608N', [1487606541L, 1487606541L]), (u'607N', [1487606631L, 1487606631L]), (u'606N', [1487606691L, 1487606691L]), (u'604N', [1487606751L, 1487606751L]), (u'603N', [1487606841L, 1487606841L]), (u'602N', [1487606931L, 1487606931L]), (u'601N', [1487607081L, 0])])",6,20170220,1487605044,1487605011
063750_6..S01R,None,None,S,"OrderedDict([(u'601S', [0, 1487605050L]), (u'602S', [1487605200L, 1487605200L]), (u'603S', [1487605290L, 1487605290L]), (u'604S', [1487605380L, 1487605380L]), (u'606S', [1487605470L, 1487605470L]), (u'607S', [1487605530L, 1487605530L]), (u'608S', [1487605650L, 1487605650L]), (u'609S', [1487605740L, 1487605740L]), (u'610S', [1487605830L, 1487605830L]), (u'611S', [1487605890L, 1487605890L]), (u'612S', [1487606010L, 1487606010L]), (u'613S', [1487606130L, 1487606130L]), (u'614S', [1487606220L, 1487606220L]), (u'615S', [1487606340L, 1487606340L]), (u'616S', [1487606400L, 1487606400L]), (u'617S', [1487606520L, 1487606520L]), (u'618S', [1487606580L, 1487606580L]), (u'619S', [1487606670L, 1487606670L]), (u'621S', [1487606850L, 1487606850L]), (u'622S', [1487606940L, 1487606940L]), (u'623S', [1487607030L, 1487607030L]), (u'624S', [1487607090L, 1487607090L]), (u'625S', [1487607180L, 1487607180L]), (u'626S', [1487607300L, 1487607300L]), (u'627S', [1487607420L, 1487607420L]), (u'628S', [1487607540L, 1487607540L]), (u'629S', [1487607630L, 1487607630L]), (u'630S', [1487607750L, 1487607750L]), (u'631S', [1487607870L, 1487607870L]), (u'632S', [1487607990L, 1487607990L]), (u'633S', [1487608050L, 1487608050L]), (u'634S', [1487608110L, 1487608110L]), (u'635S', [1487608230L, 1487608230L]), (u'636S', [1487608290L, 1487608290L]), (u'637S', [1487608380L, 1487608380L]), (u'638S', [1487608440L, 1487608440L]), (u'639S', [1487608530L, 1487608530L]), (u'640S', [1487608650L, 0])])",6,20170220,1487605044,None
064150_2..N01X009,None,None,N,"OrderedDict([(u'247N', [0, 1487605290L]), (u'246N', [1487605410L, 1487605410L]), (u'245N', [1487605470L, 1487605470L]), (u'244N', [1487605560L, 1487605560L]), (u'243N', [1487605650L, 1487605650L]), (u'242N', [1487605740L, 1487605740L]), (u'241N', [1487605800L, 1487605800L]), (u'239N', [1487605980L, 1487605980L]), (u'238N', [1487606070L, 1487606070L]), (u'237N', [1487606190L, 1487606190L]), (u'236N', [1487606310L, 1487606310L]), (u'235N', [1487606370L, 1487606370L]), (u'234N', [1487606460L, 1487606460L]), (u'233N', [1487606550L, 1487606550L]), (u'232N', [1487606640L, 1487606640L]), (u'231N', [1487606730L, 1487606730L]), (u'230N', [1487606910L, 1487606910L]), (u'229N', [1487606970L, 1487606970L]), (u'228N', [1487607120L, 1487607120L]), (u'137N', [1487607180L, 1487607180L]), (u'136N', [1487607270L, 1487607270L]), (u'135N', [1487607330L, 1487607330L]), (u'134N', [1487607420L, 1487607420L]), (u'133N', [1487607540L, 1487607540L]), (u'132N', [1487607630L, 1487607630L]), (u'131N', [1487607690L, 1487607690L]), (u'130N', [1487607750L, 1487607750L]), (u'129N', [1487607840L, 1487607840L]), (u'128N', [1487607900L, 1487607900L]), (u'127N', [1487608020L, 1487608020L]), (u'123N', [1487608260L, 1487608260L]), (u'120N', [1487608440L, 1487608440L]), (u'227N', [1487608680L, 1487608680L]), (u'226N', [1487608740L, 1487608740L]), (u'225N', [1487608830L, 1487608830L]), (u'224N', [1487608920L, 1487608920L]), (u'222N', [1487609100L, 1487609100L]), (u'221N', [1487609220L, 1487609220L]), (u'220N', [1487609340L, 1487609340L]), (u'219N', [1487609430L, 1487609430L]), (u'218N', [1487609490L, 1487609490L]), (u'217N', [1487609550L, 1487609550L]), (u'216N', [1487609640L, 1487609640L]), (u'215N', [1487609760L, 1487609760L]), (u'214N', [1487609880L, 1487609880L]), (u'213N', [1487609970L, 1487609970L]), (u'212N', [1487610090L, 1487610090L]), (u'211N', [1487610210L, 1487610210L]), (u'210N', [1487610330L, 1487610330L]), (u'209N', [1487610390L, 1487610390L]), (u'208N', [1487610480L, 1487610480L]), (u'207N', [1487610570L, 1487610570L]), (u'206N', [1487610660L, 1487610660L]), (u'205N', [1487610720L, 1487610720L]), (u'204N', [1487610810L, 1487611110L]), (u'201N', [1487611230L, 0])])",2,20170220,1487605044,None
065800_1..N03X003,None,None,N,"OrderedDict([(u'132N', [0, 1487606280L]), (u'128N', [1487606520L, 1487606580L]), (u'127N', [1487606760L, 1487606760L]), (u'126N', [1487606880L, 1487606880L]), (u'125N', [1487607000L, 1487607000L]), (u'124N', [1487607090L, 1487607090L]), (u'123N', [1487607150L, 1487607150L]), (u'122N', [1487607270L, 1487607270L]), (u'121N', [1487607330L, 1487607330L]), (u'120N', [1487607450L, 1487607450L]), (u'119N', [1487607540L, 1487607540L]), (u'118N', [1487607630L, 1487607630L]), (u'117N', [1487607690L, 1487607690L]), (u'116N', [1487607840L, 1487607840L]), (u'115N', [1487607960L, 0])])",1,20170220,1487605044,None
061250_4..S06R,626S,2,S,"OrderedDict([(u'626S', [1487605245L, 1487605245L]), (u'629S', [1487605485L, 1487605485L]), (u'631S', [1487605635L, 1487605635L]), (u'635S', [1487605875L, 1487605875L]), (u'640S', [1487606145L, 1487606145L]), (u'418S', [1487606235L, 1487606235L]), (u'419S', [1487606325L, 1487606325L]), (u'420S', [1487606385L, 1487606385L]), (u'423S', [1487606685L, 1487606685L]), (u'234S', [1487606805L, 1487606805L]), (u'235S', [1487606895L, 1487606895L]), (u'239S', [1487607135L, 1487607135L]), (u'250S', [1487607345L, 0])])",4,20170220,1487605044,1487605040
060550_6..S01R,622S,1,S,"OrderedDict([(u'622S', [1487605060L, 1487605060L]), (u'623S', [1487605150L, 1487605150L]), (u'624S', [1487605210L, 1487605210L]), (u'625S', [1487605300L, 1487605300L]), (u'626S', [1487605420L, 1487605420L]), (u'627S', [1487605540L, 1487605540L]), (u'628S', [1487605660L, 1487605660L]), (u'629S', [1487605750L, 1487605750L]), (u'630S', [1487605870L, 1487605870L]), (u'631S', [1487605990L, 1487605990L]), (u'632S', [1487606110L, 1487606110L]), (u'633S', [1487606170L, 1487606170L]), (u'634S', [1487606230L, 1487606230L]), (u'635S', [1487606350L, 1487606350L]), (u'636S', [1487606410L, 1487606410L]), (u'637S', [1487606500L, 1487606500L]), (u'638S', [1487606560L, 1487606560L]), (u'639S', [1487606650L, 1487606650L]), (u'640S', [1487606770L, 0])])",6,20170220,1487605044,1487605030
062150_6..N01R,629N,2,N,"OrderedDict([(u'629N', [1487605125L, 1487605125L]), (u'628N', [1487605215L, 1487605215L]), (u'627N', [1487605335L, 1487605335L]), (u'626N', [1487605425L, 1487605425L]), (u'625N', [1487605545L, 1487605545L]), (u'624N', [1487605635L, 1487605635L]), (u'623N', [1487605695L, 1487605695L]), (u'622N', [1487605785L, 1487605785L]), (u'621N', [1487605875L, 1487605875L]), (u'619N', [1487606055L, 1487606055L]), (u'618N', [1487606145L, 1487606145L]), (u'617N', [1487606205L, 1487606205L]), (u'616N', [1487606325L, 1487606325L]), (u'615N', [1487606415L, 1487606415L]), (u'614N', [1487606505L, 1487606505L]), (u'613N', [1487606625L, 1487606625L]), (u'612N', [1487606715L, 1487606715L]), (u'611N', [1487606835L, 1487606835L]), (u'610N', [1487606895L, 1487606895L]), (u'609N', [1487606955L, 1487606955L]), (u'608N', [1487607045L, 1487607045L]), (u'607N', [1487607135L, 1487607135L]), (u'606N', [1487607195L, 1487607195L]), (u'604N', [1487607255L, 1487607255L]), (u'603N', [1487607345L, 1487607345L]), (u'602N', [1487607435L, 1487607435L]), (u'601N', [1487607585L, 0])])",6,20170220,1487605044,1487605035
053700_2..S01X015,245S,1,S,"OrderedDict([(u'245S', [1487605038L, 1487605038L]), (u'246S', [1487605128L, 1487605128L]), (u'247S', [1487605248L, 0])])",2,20170220,1487605044,1487605008
064500_GS.N03R,None,None,N,"OrderedDict([(u'901N', [0, 1487605500L]), (u'902N', [1487605590L, 0])])",GS,20170220,1487605044,None
061300_5..N75R,416N,2,N,"OrderedDict([(u'416N', [1487605112L, 1487605112L]), (u'222N', [1487605262L, 1487605262L]), (u'221N', [1487605382L, 1487605382L]), (u'220N', [1487605502L, 1487605502L]), (u'219N', [1487605592L, 1487605592L]), (u'218N', [1487605652L, 1487605652L]), (u'217N', [1487605712L, 1487605712L]), (u'216N', [1487605802L, 1487605802L]), (u'215N', [1487605922L, 1487605922L]), (u'214N', [1487606042L, 1487606042L]), (u'213N', [1487606132L, 1487606132L]), (u'505N', [1487606342L, 1487606342L]), (u'504N', [1487606402L, 1487606402L]), (u'503N', [1487606552L, 1487606552L]), (u'502N', [1487606702L, 1487606882L]), (u'501N', [1487607032L, 0])])",5,20170220,1487605044,1487605038
065400_GS.S01R,None,None,S,"OrderedDict([(u'902S', [0, 1487606040L]), (u'901S', [1487606130L, 0])])",GS,20170220,1487605044,None
066500_3..N01X019,None,None,N,"OrderedDict([(u'250N', [0, 1487606700L]), (u'249N', [1487606820L, 1487606820L]), (u'248N', [1487606910L, 1487606910L]), (u'239N', [1487607000L, 1487607000L]), (u'238N', [1487607090L, 1487607090L]), (u'237N', [1487607210L, 1487607210L]), (u'236N', [1487607330L, 1487607330L]), (u'235N', [1487607390L, 1487607390L]), (u'234N', [1487607480L, 1487607480L]), (u'233N', [1487607570L, 1487607570L]), (u'232N', [1487607660L, 1487607660L]), (u'231N', [1487607750L, 1487607750L]), (u'230N', [1487607930L, 1487607930L]), (u'229N', [1487607990L, 1487607990L]), (u'228N', [1487608140L, 1487608140L]), (u'137N', [1487608200L, 1487608200L]), (u'136N', [1487608260L, 1487608260L]), (u'135N', [1487608320L, 1487608320L]), (u'134N', [1487608410L, 1487608410L]), (u'133N', [1487608500L, 1487608500L]), (u'132N', [1487608590L, 1487608590L]), (u'131N', [1487608650L, 1487608650L]), (u'130N', [1487608710L, 1487608710L]), (u'129N', [1487608800L, 1487608800L]), (u'128N', [1487608860L, 1487608860L]), (u'127N', [1487608980L, 1487608980L]), (u'123N', [1487609220L, 1487609220L]), (u'120N', [1487609400L, 1487609400L]), (u'227N', [1487609640L, 1487609640L]), (u'226N', [1487609700L, 1487609700L]), (u'225N', [1487609790L, 1487609790L]), (u'224N', [1487609880L, 1487609880L]), (u'302N', [1487610000L, 1487610000L]), (u'301N', [1487610120L, 0])])",3,20170220,1487605044,None
063400_1..S03X003,117S,1,S,"OrderedDict([(u'117S', [1487605038L, 1487605038L]), (u'118S', [1487605098L, 1487605098L]), (u'119S', [1487605158L, 1487605158L]), (u'120S', [1487605278L, 1487605278L]), (u'121S', [1487605398L, 1487605398L]), (u'122S', [1487605458L, 1487605458L]), (u'123S', [1487605548L, 1487605548L]), (u'124S', [1487605638L, 1487605638L]), (u'125S', [1487605728L, 1487605728L]), (u'126S', [1487605848L, 1487605848L]), (u'127S', [1487605938L, 1487605938L]), (u'128S', [1487606118L, 1487606118L]), (u'132S', [1487606358L, 0])])",1,20170220,1487605044,1487605008
059750_6..S01R,628S,2,S,"OrderedDict([(u'628S', [1487605145L, 1487605145L]), (u'629S', [1487605235L, 1487605235L]), (u'630S', [1487605355L, 1487605355L]), (u'631S', [1487605475L, 1487605475L]), (u'632S', [1487605595L, 1487605595L]), (u'633S', [1487605655L, 1487605655L]), (u'634S', [1487605715L, 1487605715L]), (u'635S', [1487605835L, 1487605835L]), (u'636S', [1487605895L, 1487605895L]), (u'637S', [1487605985L, 1487605985L]), (u'638S', [1487606045L, 1487606045L]), (u'639S', [1487606135L, 1487606135L]), (u'640S', [1487606255L, 0])])",6,20170220,1487605044,1487605025
056900_3..N01X019,301N,1,N,"OrderedDict([(u'301N', [1487604942L, 0])])",3,20170220,1487605014,1487604942
064800_1..N03X003,None,None,N,"OrderedDict([(u'132N', [0, 1487605680L]), (u'128N', [1487605920L, 1487605920L]), (u'127N', [1487606100L, 1487606100L]), (u'126N', [1487606220L, 1487606220L]), (u'125N', [1487606340L, 1487606340L]), (u'124N', [1487606430L, 1487606430L]), (u'123N', [1487606490L, 1487606490L]), (u'122N', [1487606610L, 1487606610L]), (u'121N', [1487606670L, 1487606670L]), (u'120N', [1487606790L, 1487606790L]), (u'119N', [1487606880L, 1487606880L]), (u'118N', [1487606970L, 1487606970L]), (u'117N', [1487607030L, 1487607030L]), (u'116N', [1487607180L, 1487607180L]), (u'115N', [1487607300L, 0])])",1,20170220,1487605044,None
057250_4..S06R,250S,1,S,"OrderedDict([(u'250S', [1487605034L, 0])])",4,20170220,1487605044,1487605034
064400_GS.S01R,None,None,S,"OrderedDict([(u'902S', [0, 1487605440L]), (u'901S', [1487605530L, 0])])",GS,20170220,1487605044,None
066150_6..N01R,None,None,N,"OrderedDict([(u'640N', [0, 1487606490L]), (u'639N', [1487606610L, 1487606610L]), (u'638N', [1487606700L, 1487606700L]), (u'637N', [1487606760L, 1487606760L]), (u'636N', [1487606850L, 1487606850L]), (u'635N', [1487606940L, 1487606940L]), (u'634N', [1487607060L, 1487607060L]), (u'633N', [1487607120L, 1487607120L]), (u'632N', [1487607180L, 1487607180L]), (u'631N', [1487607300L, 1487607300L]), (u'630N', [1487607420L, 1487607420L]), (u'629N', [1487607510L, 1487607510L]), (u'628N', [1487607600L, 1487607600L]), (u'627N', [1487607720L, 1487607720L]), (u'626N', [1487607810L, 1487607810L]), (u'625N', [1487607930L, 1487607930L]), (u'624N', [1487608020L, 1487608020L]), (u'623N', [1487608080L, 1487608080L]), (u'622N', [1487608170L, 1487608170L]), (u'621N', [1487608260L, 1487608260L]), (u'619N', [1487608440L, 1487608440L]), (u'618N', [1487608530L, 1487608530L]), (u'617N', [1487608590L, 1487608590L]), (u'616N', [1487608710L, 1487608710L]), (u'615N', [1487608800L, 1487608800L]), (u'614N', [1487608890L, 1487608890L]), (u'613N', [1487609010L, 1487609010L]), (u'612N', [1487609100L, 1487609100L]), (u'611N', [1487609220L, 1487609220L]), (u'610N', [1487609280L, 1487609280L]), (u'609N', [1487609340L, 1487609340L]), (u'608N', [1487609430L, 1487609430L]), (u'607N', [1487609520L, 1487609520L]), (u'606N', [1487609580L, 1487609580L]), (u'604N', [1487609640L, 1487609640L]), (u'603N', [1487609730L, 1487609730L]), (u'602N', [1487609820L, 1487609820L]), (u'601N', [1487609970L, 0])])",6,20170220,1487605044,None
062950_6..N01R,635N,1,N,"OrderedDict([(u'635N', [1487605065L, 1487605065L]), (u'634N', [1487605185L, 1487605185L]), (u'633N', [1487605245L, 1487605245L]), (u'632N', [1487605305L, 1487605305L]), (u'631N', [1487605425L, 1487605425L]), (u'630N', [1487605545L, 1487605545L]), (u'629N', [1487605635L, 1487605635L]), (u'628N', [1487605725L, 1487605725L]), (u'627N', [1487605845L, 1487605845L]), (u'626N', [1487605935L, 1487605935L]), (u'625N', [1487606055L, 1487606055L]), (u'624N', [1487606145L, 1487606145L]), (u'623N', [1487606205L, 1487606205L]), (u'622N', [1487606295L, 1487606295L]), (u'621N', [1487606385L, 1487606385L]), (u'619N', [1487606565L, 1487606565L]), (u'618N', [1487606655L, 1487606655L]), (u'617N', [1487606715L, 1487606715L]), (u'616N', [1487606835L, 1487606835L]), (u'615N', [1487606925L, 1487606925L]), (u'614N', [1487607015L, 1487607015L]), (u'613N', [1487607135L, 1487607135L]), (u'612N', [1487607225L, 1487607225L]), (u'611N', [1487607345L, 1487607345L]), (u'610N', [1487607405L, 1487607405L]), (u'609N', [1487607465L, 1487607465L]), (u'608N', [1487607555L, 1487607555L]), (u'607N', [1487607645L, 1487607645L]), (u'606N', [1487607705L, 1487607705L]), (u'604N', [1487607765L, 1487607765L]), (u'603N', [1487607855L, 1487607855L]), (u'602N', [1487607945L, 1487607945L]), (u'601N', [1487608095L, 0])])",6,20170220,1487605044,1487605035
